,100_episode_avg,episode_score
episode 1087,,0.10000000149011612
episode_1088,0.014000000208616257,
episode 1088,,0.0
episode_1089,0.014000000208616257,
episode 1089,,0.0
episode_1090,0.014000000208616257,
episode 1090,,0.0
episode_1091,0.014000000208616257,
episode 1091,,0.0
episode_1092,0.014000000208616257,
episode 1092,,0.0
episode_1093,0.014000000208616257,
episode 1093,,0.0
episode_1094,0.014000000208616257,
episode 1094,,0.0
episode_1095,0.014000000208616257,
episode 1095,,0.0
episode_1096,0.014000000208616257,
episode 1096,,0.0
episode_1097,0.014000000208616257,
episode 1097,,0.0
episode_1098,0.014000000208616257,
episode 1098,,0.0
episode_1099,0.014000000208616257,
episode 1099,,0.0
episode_1100,0.014000000208616257,
episode 1100,,0.0
episode_1101,0.014000000208616257,
episode 1101,,0.0
episode_1102,0.014000000208616257,
episode 1102,,0.0
episode_1103,0.014000000208616257,
episode 1103,,0.0
episode_1104,0.015000000223517418,
episode 1104,,0.10000000149011612
episode_1105,0.015000000223517418,
episode 1105,,0.0
episode_1106,0.015000000223517418,
episode 1106,,0.0
episode_1107,0.013000000193715095,
episode 1107,,0.0
episode_1108,0.013000000193715095,
episode 1108,,0.0
episode_1109,0.013000000193715095,
episode 1109,,0.0
episode_1110,0.013000000193715095,
episode 1110,,0.0
episode_1111,0.013000000193715095,
episode 1111,,0.0
episode_1112,0.013000000193715095,
episode 1112,,0.0
episode_1113,0.012000000178813934,
episode 1113,,0.0
episode_1114,0.013000000193715095,
episode 1114,,0.10000000149011612
episode_1115,0.013000000193715095,
episode 1115,,0.0
episode_1116,0.013000000193715095,
episode 1116,,0.0
episode_1117,0.013000000193715095,
episode 1117,,0.0
episode_1118,0.013000000193715095,
episode 1118,,0.0
episode_1119,0.013000000193715095,
episode 1119,,0.0
episode_1120,0.012000000178813934,
episode 1120,,0.0
episode_1121,0.012000000178813934,
episode 1121,,0.0
episode_1122,0.013000000193715095,
episode 1122,,0.10000000149011612
episode_1123,0.013000000193715095,
episode 1123,,0.0
episode_1124,0.013000000193715095,
episode 1124,,0.0
episode_1125,0.013000000193715095,
episode 1125,,0.0
episode_1126,0.013000000193715095,
episode 1126,,0.0
episode_1127,0.013000000193715095,
episode 1127,,0.0
episode_1128,0.013000000193715095,
episode 1128,,0.0
episode_1129,0.012000000178813934,
episode 1129,,0.0
episode_1130,0.011000000163912773,
episode 1130,,0.0
episode_1131,0.011000000163912773,
episode 1131,,0.0
episode_1132,0.011000000163912773,
episode 1132,,0.0
episode_1133,0.011000000163912773,
episode 1133,,0.0
episode_1134,0.011000000163912773,
episode 1134,,0.0
episode_1135,0.011000000163912773,
episode 1135,,0.0
episode_1136,0.011000000163912773,
episode 1136,,0.0
episode_1137,0.011000000163912773,
episode 1137,,0.0
episode_1138,0.011000000163912773,
episode 1138,,0.0
episode_1139,0.011000000163912773,
episode 1139,,0.0
episode_1140,0.011000000163912773,
episode 1140,,0.0
episode_1141,0.011000000163912773,
episode 1141,,0.0
episode_1142,0.011000000163912773,
episode 1142,,0.0
episode_1143,0.010000000149011612,
episode 1143,,0.0
episode_1144,0.010000000149011612,
episode 1144,,0.0
episode_1145,0.009000000134110451,
episode 1145,,0.0
episode_1146,0.009000000134110451,
episode 1146,,0.0
episode_1147,0.009000000134110451,
episode 1147,,0.0
episode_1148,0.009000000134110451,
episode 1148,,0.0
episode_1149,0.009000000134110451,
episode 1149,,0.0
episode_1150,0.009000000134110451,
episode 1150,,0.0
episode_1151,0.00800000011920929,
episode 1151,,0.0
episode_1152,0.009000000134110451,
episode 1152,,0.10000000149011612
episode_1153,0.009000000134110451,
episode 1153,,0.0
episode_1154,0.00800000011920929,
episode 1154,,0.0
episode_1155,0.00800000011920929,
episode 1155,,0.0
episode_1156,0.00800000011920929,
episode 1156,,0.0
episode_1157,0.00800000011920929,
episode 1157,,0.0
episode_1158,0.00800000011920929,
episode 1158,,0.0
episode_1159,0.00800000011920929,
episode 1159,,0.0
episode_1160,0.00800000011920929,
episode 1160,,0.0
episode_1161,0.00800000011920929,
episode 1161,,0.0
episode_1162,0.00800000011920929,
episode 1162,,0.0
episode_1163,0.00800000011920929,
episode 1163,,0.0
episode_1164,0.00800000011920929,
episode 1164,,0.0
episode_1165,0.00800000011920929,
episode 1165,,0.0
episode_1166,0.00800000011920929,
episode 1166,,0.0
episode_1167,0.00800000011920929,
episode 1167,,0.0
episode_1168,0.00800000011920929,
episode 1168,,0.0
episode_1169,0.00800000011920929,
episode 1169,,0.0
episode_1170,0.007000000104308128,
episode 1170,,0.0
episode_1171,0.007000000104308128,
episode 1171,,0.0
episode_1172,0.007000000104308128,
episode 1172,,0.0
episode_1173,0.007000000104308128,
episode 1173,,0.0
episode_1174,0.00800000011920929,
episode 1174,,0.10000000149011612
episode_1175,0.007000000104308128,
episode 1175,,0.0
episode_1176,0.007000000104308128,
episode 1176,,0.0
episode_1177,0.007000000104308128,
episode 1177,,0.0
episode_1178,0.007000000104308128,
episode 1178,,0.0
episode_1179,0.007000000104308128,
episode 1179,,0.0
episode_1180,0.006000000089406967,
episode 1180,,0.0
episode_1181,0.006000000089406967,
episode 1181,,0.0
episode_1182,0.006000000089406967,
episode 1182,,0.0
episode_1183,0.006000000089406967,
episode 1183,,0.0
episode_1184,0.006000000089406967,
episode 1184,,0.0
episode_1185,0.006000000089406967,
episode 1185,,0.0
episode_1186,0.006000000089406967,
episode 1186,,0.0
episode_1187,0.005000000074505806,
episode 1187,,0.0
episode_1188,0.005000000074505806,
episode 1188,,0.0
episode_1189,0.005000000074505806,
episode 1189,,0.0
episode_1190,0.006000000089406967,
episode 1190,,0.10000000149011612
episode_1191,0.006000000089406967,
episode 1191,,0.0
episode_1192,0.006000000089406967,
episode 1192,,0.0
episode_1193,0.006000000089406967,
episode 1193,,0.0
episode_1194,0.007000000104308128,
episode 1194,,0.10000000149011612
episode_1195,0.00800000011920929,
episode 1195,,0.10000000149011612
episode_1196,0.00800000011920929,
episode 1196,,0.0
episode_1197,0.00800000011920929,
episode 1197,,0.0
episode_1198,0.00800000011920929,
episode 1198,,0.0
episode_1199,0.00800000011920929,
episode 1199,,0.0
episode_1200,0.00800000011920929,
episode 1200,,0.0
episode_1201,0.00800000011920929,
episode 1201,,0.0
episode_1202,0.00800000011920929,
episode 1202,,0.0
episode_1203,0.00800000011920929,
episode 1203,,0.0
episode_1204,0.007000000104308128,
episode 1204,,0.0
episode_1205,0.007000000104308128,
episode 1205,,0.0
episode_1206,0.007000000104308128,
episode 1206,,0.0
episode_1207,0.007000000104308128,
episode 1207,,0.0
episode_1208,0.007000000104308128,
episode 1208,,0.0
episode_1209,0.00800000011920929,
episode 1209,,0.10000000149011612
episode_1210,0.00800000011920929,
episode 1210,,0.0
episode_1211,0.00800000011920929,
episode 1211,,0.0
episode_1212,0.00800000011920929,
episode 1212,,0.0
episode_1213,0.00800000011920929,
episode 1213,,0.0
episode_1214,0.007000000104308128,
episode 1214,,0.0
episode_1215,0.007000000104308128,
episode 1215,,0.0
episode_1216,0.007000000104308128,
episode 1216,,0.0
episode_1217,0.007000000104308128,
episode 1217,,0.0
episode_1218,0.007000000104308128,
episode 1218,,0.0
episode_1219,0.007000000104308128,
episode 1219,,0.0
episode_1220,0.007000000104308128,
episode 1220,,0.0
episode_1221,0.00800000011920929,
episode 1221,,0.10000000149011612
episode_1222,0.007000000104308128,
episode 1222,,0.0
episode_1223,0.007000000104308128,
episode 1223,,0.0
episode_1224,0.00800000011920929,
episode 1224,,0.10000000149011612
episode_1225,0.00800000011920929,
episode 1225,,0.0
episode_1226,0.00800000011920929,
episode 1226,,0.0
episode_1227,0.00800000011920929,
episode 1227,,0.0
episode_1228,0.00800000011920929,
episode 1228,,0.0
episode_1229,0.00800000011920929,
episode 1229,,0.0
episode_1230,0.00800000011920929,
episode 1230,,0.0
episode_1231,0.00800000011920929,
episode 1231,,0.0
episode_1232,0.00800000011920929,
episode 1232,,0.0
episode_1233,0.009000000134110451,
episode 1233,,0.10000000149011612
episode_1234,0.009000000134110451,
episode 1234,,0.0
episode_1235,0.009000000134110451,
episode 1235,,0.0
episode_1236,0.009000000134110451,
episode 1236,,0.0
episode_1237,0.009000000134110451,
episode 1237,,0.0
episode_1238,0.009000000134110451,
episode 1238,,0.0
episode_1239,0.009000000134110451,
episode 1239,,0.0
episode_1240,0.009000000134110451,
episode 1240,,0.0
episode_1241,0.009000000134110451,
episode 1241,,0.0
episode_1242,0.009000000134110451,
episode 1242,,0.0
episode_1243,0.009000000134110451,
episode 1243,,0.0
episode_1244,0.009000000134110451,
episode 1244,,0.0
episode_1245,0.010000000149011612,
episode 1245,,0.10000000149011612
episode_1246,0.011000000163912773,
episode 1246,,0.10000000149011612
episode_1247,0.011000000163912773,
episode 1247,,0.0
episode_1248,0.011000000163912773,
episode 1248,,0.0
episode_1249,0.011000000163912773,
episode 1249,,0.0
episode_1250,0.011000000163912773,
episode 1250,,0.0
episode_1251,0.011000000163912773,
episode 1251,,0.0
episode_1252,0.010000000149011612,
episode 1252,,0.0
episode_1253,0.010000000149011612,
episode 1253,,0.0
episode_1254,0.010000000149011612,
episode 1254,,0.0
episode_1255,0.011000000163912773,
episode 1255,,0.10000000149011612
episode_1256,0.011000000163912773,
episode 1256,,0.0
episode_1257,0.011000000163912773,
episode 1257,,0.0
episode_1258,0.011000000163912773,
episode 1258,,0.0
episode_1259,0.011000000163912773,
episode 1259,,0.0
episode_1260,0.011000000163912773,
episode 1260,,0.0
episode_1261,0.012000000178813934,
episode 1261,,0.10000000149011612
episode_1262,0.012000000178813934,
episode 1262,,0.0
episode_1263,0.012000000178813934,
episode 1263,,0.0
episode_1264,0.012000000178813934,
episode 1264,,0.0
episode_1265,0.012000000178813934,
episode 1265,,0.0
episode_1266,0.012000000178813934,
episode 1266,,0.0
episode_1267,0.012000000178813934,
episode 1267,,0.0
episode_1268,0.012000000178813934,
episode 1268,,0.0
episode_1269,0.012000000178813934,
episode 1269,,0.0
episode_1270,0.012000000178813934,
episode 1270,,0.0
episode_1271,0.013000000193715095,
episode 1271,,0.10000000149011612
episode_1272,0.013000000193715095,
episode 1272,,0.0
episode_1273,0.013000000193715095,
episode 1273,,0.0
episode_1274,0.012000000178813934,
episode 1274,,0.0
episode_1275,0.012000000178813934,
episode 1275,,0.0
episode_1276,0.013000000193715095,
episode 1276,,0.10000000149011612
episode_1277,0.013000000193715095,
episode 1277,,0.0
episode_1278,0.013000000193715095,
episode 1278,,0.0
episode_1279,0.013000000193715095,
episode 1279,,0.0
episode_1280,0.013000000193715095,
episode 1280,,0.0
episode_1281,0.013000000193715095,
episode 1281,,0.0
episode_1282,0.013000000193715095,
episode 1282,,0.0
episode_1283,0.013000000193715095,
episode 1283,,0.0
episode_1284,0.014000000208616257,
episode 1284,,0.10000000149011612
episode_1285,0.014000000208616257,
episode 1285,,0.0
episode_1286,0.014000000208616257,
episode 1286,,0.0
episode_1287,0.014000000208616257,
episode 1287,,0.0
episode_1288,0.014000000208616257,
episode 1288,,0.0
episode_1289,0.014000000208616257,
episode 1289,,0.0
episode_1290,0.013000000193715095,
episode 1290,,0.0
episode_1291,0.013000000193715095,
episode 1291,,0.0
episode_1292,0.013000000193715095,
episode 1292,,0.0
episode_1293,0.013000000193715095,
episode 1293,,0.0
episode_1294,0.012000000178813934,
episode 1294,,0.0
episode_1295,0.011000000163912773,
episode 1295,,0.0
episode_1296,0.011000000163912773,
episode 1296,,0.0
episode_1297,0.011000000163912773,
episode 1297,,0.0
episode_1298,0.012000000178813934,
episode 1298,,0.10000000149011612
episode_1299,0.012000000178813934,
episode 1299,,0.0
episode_1300,0.012000000178813934,
episode 1300,,0.0
episode_1301,0.012000000178813934,
episode 1301,,0.0
episode_1302,0.012000000178813934,
episode 1302,,0.0
episode_1303,0.012000000178813934,
episode 1303,,0.0
episode_1304,0.012000000178813934,
episode 1304,,0.0
episode_1305,0.012000000178813934,
episode 1305,,0.0
episode_1306,0.012000000178813934,
episode 1306,,0.0
episode_1307,0.012000000178813934,
episode 1307,,0.0
episode_1308,0.012000000178813934,
episode 1308,,0.0
episode_1309,0.011000000163912773,
episode 1309,,0.0
episode_1310,0.011000000163912773,
episode 1310,,0.0
episode_1311,0.011000000163912773,
episode 1311,,0.0
episode_1312,0.011000000163912773,
episode 1312,,0.0
episode_1313,0.011000000163912773,
episode 1313,,0.0
episode_1314,0.011000000163912773,
episode 1314,,0.0
episode_1315,0.011000000163912773,
episode 1315,,0.0
episode_1316,0.011000000163912773,
episode 1316,,0.0
episode_1317,0.011000000163912773,
episode 1317,,0.0
episode_1318,0.011000000163912773,
episode 1318,,0.0
episode_1319,0.011000000163912773,
episode 1319,,0.0
episode_1320,0.011000000163912773,
episode 1320,,0.0
episode_1321,0.010000000149011612,
episode 1321,,0.0
episode_1322,0.010000000149011612,
episode 1322,,0.0
episode_1323,0.010000000149011612,
episode 1323,,0.0
episode_1324,0.009000000134110451,
episode 1324,,0.0
episode_1325,0.009000000134110451,
episode 1325,,0.0
episode_1326,0.009000000134110451,
episode 1326,,0.0
episode_1327,0.010000000149011612,
episode 1327,,0.10000000149011612
episode_1328,0.010000000149011612,
episode 1328,,0.0
episode_1329,0.010000000149011612,
episode 1329,,0.0
episode_1330,0.010000000149011612,
episode 1330,,0.0
episode_1331,0.010000000149011612,
episode 1331,,0.0
episode_1332,0.010000000149011612,
episode 1332,,0.0
episode_1333,0.009000000134110451,
episode 1333,,0.0
episode_1334,0.009000000134110451,
episode 1334,,0.0
episode_1335,0.009000000134110451,
episode 1335,,0.0
